"LOCATION","Country","ENV_INDICATORS","Indicator","TIME","Time","Value","Flag Codes","Flags"
"ISL","Iceland","WATE23","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1998","1998",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE23","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1999","1999",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE23","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2000","2000",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE23","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2001","2001",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE23","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2002","2002",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE23","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2003","2003",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE23","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2004","2004",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE23","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2005","2005",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","1990","1990",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","1991","1991",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","1992","1992",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","1993","1993",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","1994","1994",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","1995","1995",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","1996","1996",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","1997","1997",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","1998","1998",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","1999","1999",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","2000","2000",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","2001","2001",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","2002","2002",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","2003","2003",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","2004","2004",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","2005","2005",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE26","Total national water resources","1990","1990",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE26","Total national water resources","1991","1991",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE26","Total national water resources","1992","1992",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE26","Total national water resources","1993","1993",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE26","Total national water resources","1994","1994",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE26","Total national water resources","1995","1995",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE26","Total national water resources","1996","1996",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE26","Total national water resources","1997","1997",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE26","Total national water resources","1998","1998",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE26","Total national water resources","1999","1999",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE26","Total national water resources","2000","2000",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE26","Total national water resources","2001","2001",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE26","Total national water resources","2002","2002",170000,,
"ISL","Iceland","WATE26","Total national water resources","2003","2003",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE26","Total national water resources","2004","2004",170000,,
"ISL","Iceland","WATE26","Total national water resources","2005","2005",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE28","National water withdrawals (million m3)","1990","1990",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE28","National water withdrawals (million m3)","1991","1991",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE28","National water withdrawals (million m3)","1992","1992",167,,
"ISL","Iceland","WATE28","National water withdrawals (million m3)","1993","1993",167,,
"ISL","Iceland","WATE28","National water withdrawals (million m3)","1994","1994",164,,
"ISL","Iceland","WATE28","National water withdrawals (million m3)","1995","1995",165,,
"ISL","Iceland","WATE28","National water withdrawals (million m3)","1996","1996",162,,
"ISL","Iceland","WATE28","National water withdrawals (million m3)","1997","1997",160,,
"ISL","Iceland","WATE28","National water withdrawals (million m3)","1998","1998",161,,
"ISL","Iceland","WATE28","National water withdrawals (million m3)","1999","1999",162,,
"ISL","Iceland","WATE28","National water withdrawals (million m3)","2000","2000",163,,
"ISL","Iceland","WATE28","National water withdrawals (million m3)","2001","2001",164,,
"ISL","Iceland","WATE28","National water withdrawals (million m3)","2002","2002",165,,
"ISL","Iceland","WATE28","National water withdrawals (million m3)","2003","2003",165,,
"ISL","Iceland","WATE28","National water withdrawals (million m3)","2004","2004",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE28","National water withdrawals (million m3)","2005","2005",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE29","Surface water withdrawals  (million m3)","1990","1990",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE29","Surface water withdrawals  (million m3)","1991","1991",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE29","Surface water withdrawals  (million m3)","1992","1992",7,,
"ISL","Iceland","WATE29","Surface water withdrawals  (million m3)","1993","1993",7,,
"ISL","Iceland","WATE29","Surface water withdrawals  (million m3)","1994","1994",6,,
"ISL","Iceland","WATE29","Surface water withdrawals  (million m3)","1995","1995",7,,
"ISL","Iceland","WATE29","Surface water withdrawals  (million m3)","1996","1996",6,,
"ISL","Iceland","WATE29","Surface water withdrawals  (million m3)","1997","1997",6,,
"ISL","Iceland","WATE29","Surface water withdrawals  (million m3)","1998","1998",5,,
"ISL","Iceland","WATE29","Surface water withdrawals  (million m3)","1999","1999",5,,
"ISL","Iceland","WATE29","Surface water withdrawals  (million m3)","2000","2000",5,,
"ISL","Iceland","WATE29","Surface water withdrawals  (million m3)","2001","2001",5,,
"ISL","Iceland","WATE29","Surface water withdrawals  (million m3)","2002","2002",5,,
"ISL","Iceland","WATE29","Surface water withdrawals  (million m3)","2003","2003",5,,
"ISL","Iceland","WATE29","Surface water withdrawals  (million m3)","2004","2004",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE29","Surface water withdrawals  (million m3)","2005","2005",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE30","Groundwater withdrawals  (million m3)","1990","1990",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE30","Groundwater withdrawals  (million m3)","1991","1991",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE30","Groundwater withdrawals  (million m3)","1992","1992",160,,
"ISL","Iceland","WATE30","Groundwater withdrawals  (million m3)","1993","1993",160,,
"ISL","Iceland","WATE30","Groundwater withdrawals  (million m3)","1994","1994",158,,
"ISL","Iceland","WATE30","Groundwater withdrawals  (million m3)","1995","1995",158,,
"ISL","Iceland","WATE30","Groundwater withdrawals  (million m3)","1996","1996",156,,
"ISL","Iceland","WATE30","Groundwater withdrawals  (million m3)","1997","1997",154,,
"ISL","Iceland","WATE30","Groundwater withdrawals  (million m3)","1998","1998",156,,
"ISL","Iceland","WATE30","Groundwater withdrawals  (million m3)","1999","1999",157,,
"ISL","Iceland","WATE30","Groundwater withdrawals  (million m3)","2000","2000",158,,
"ISL","Iceland","WATE30","Groundwater withdrawals  (million m3)","2001","2001",159,,
"ISL","Iceland","WATE30","Groundwater withdrawals  (million m3)","2002","2002",160,,
"ISL","Iceland","WATE30","Groundwater withdrawals  (million m3)","2003","2003",160,,
"ISL","Iceland","WATE30","Groundwater withdrawals  (million m3)","2004","2004",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE30","Groundwater withdrawals  (million m3)","2005","2005",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE32","Agricultural water withdrawals (million m3)","1990","1990",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE32","Agricultural water withdrawals (million m3)","1991","1991",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE32","Agricultural water withdrawals (million m3)","1992","1992",70,,
"ISL","Iceland","WATE32","Agricultural water withdrawals (million m3)","1993","1993",70,,
"ISL","Iceland","WATE32","Agricultural water withdrawals (million m3)","1994","1994",70,,
"ISL","Iceland","WATE32","Agricultural water withdrawals (million m3)","1995","1995",70,,
"ISL","Iceland","WATE32","Agricultural water withdrawals (million m3)","1996","1996",70,,
"ISL","Iceland","WATE32","Agricultural water withdrawals (million m3)","1997","1997",70,,
"ISL","Iceland","WATE32","Agricultural water withdrawals (million m3)","1998","1998",70,,
"ISL","Iceland","WATE32","Agricultural water withdrawals (million m3)","1999","1999",70,,
"ISL","Iceland","WATE32","Agricultural water withdrawals (million m3)","2000","2000",70,,
"ISL","Iceland","WATE32","Agricultural water withdrawals (million m3)","2001","2001",70,,
"ISL","Iceland","WATE32","Agricultural water withdrawals (million m3)","2002","2002",70,,
"ISL","Iceland","WATE32","Agricultural water withdrawals (million m3)","2003","2003",70,,
"ISL","Iceland","WATE32","Agricultural water withdrawals (million m3)","2004","2004",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE32","Agricultural water withdrawals (million m3)","2005","2005",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE34","Agricultural groundwater withdrawals (million m3)","1990","1990",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE34","Agricultural groundwater withdrawals (million m3)","1991","1991",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE34","Agricultural groundwater withdrawals (million m3)","1992","1992",69,,
"ISL","Iceland","WATE34","Agricultural groundwater withdrawals (million m3)","1993","1993",69,,
"ISL","Iceland","WATE34","Agricultural groundwater withdrawals (million m3)","1994","1994",69,,
"ISL","Iceland","WATE34","Agricultural groundwater withdrawals (million m3)","1995","1995",69,,
"ISL","Iceland","WATE34","Agricultural groundwater withdrawals (million m3)","1996","1996",69,,
"ISL","Iceland","WATE34","Agricultural groundwater withdrawals (million m3)","1997","1997",69,,
"ISL","Iceland","WATE34","Agricultural groundwater withdrawals (million m3)","1998","1998",69,,
"ISL","Iceland","WATE34","Agricultural groundwater withdrawals (million m3)","1999","1999",69,,
"ISL","Iceland","WATE34","Agricultural groundwater withdrawals (million m3)","2000","2000",69,,
"ISL","Iceland","WATE34","Agricultural groundwater withdrawals (million m3)","2001","2001",69,,
"ISL","Iceland","WATE34","Agricultural groundwater withdrawals (million m3)","2002","2002",69,,
"ISL","Iceland","WATE34","Agricultural groundwater withdrawals (million m3)","2003","2003",69,,
"ISL","Iceland","WATE34","Agricultural groundwater withdrawals (million m3)","2004","2004",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE34","Agricultural groundwater withdrawals (million m3)","2005","2005",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE36","Irrigation water withdrawals (million m3)","1990","1990",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE36","Irrigation water withdrawals (million m3)","1991","1991",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE36","Irrigation water withdrawals (million m3)","1992","1992",0,,
"ISL","Iceland","WATE36","Irrigation water withdrawals (million m3)","1993","1993",0,,
"ISL","Iceland","WATE36","Irrigation water withdrawals (million m3)","1994","1994",0,,
"ISL","Iceland","WATE36","Irrigation water withdrawals (million m3)","1995","1995",0,,
"ISL","Iceland","WATE36","Irrigation water withdrawals (million m3)","1996","1996",0,,
"ISL","Iceland","WATE36","Irrigation water withdrawals (million m3)","1997","1997",0,,
"ISL","Iceland","WATE36","Irrigation water withdrawals (million m3)","1998","1998",0,,
"ISL","Iceland","WATE36","Irrigation water withdrawals (million m3)","1999","1999",0,,
"ISL","Iceland","WATE36","Irrigation water withdrawals (million m3)","2000","2000",0,,
"ISL","Iceland","WATE36","Irrigation water withdrawals (million m3)","2001","2001",0,,
"ISL","Iceland","WATE36","Irrigation water withdrawals (million m3)","2002","2002",0,,
"ISL","Iceland","WATE36","Irrigation water withdrawals (million m3)","2003","2003",0,,
"ISL","Iceland","WATE36","Irrigation water withdrawals (million m3)","2004","2004",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE36","Irrigation water withdrawals (million m3)","2005","2005",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE37","Irrigation groundwater withdrawals (million m3)","1990","1990",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE37","Irrigation groundwater withdrawals (million m3)","1991","1991",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE37","Irrigation groundwater withdrawals (million m3)","1992","1992",0,,
"ISL","Iceland","WATE37","Irrigation groundwater withdrawals (million m3)","1993","1993",0,,
"ISL","Iceland","WATE37","Irrigation groundwater withdrawals (million m3)","1994","1994",0,,
"ISL","Iceland","WATE37","Irrigation groundwater withdrawals (million m3)","1995","1995",0,,
"ISL","Iceland","WATE37","Irrigation groundwater withdrawals (million m3)","1996","1996",0,,
"ISL","Iceland","WATE37","Irrigation groundwater withdrawals (million m3)","1997","1997",0,,
"ISL","Iceland","WATE37","Irrigation groundwater withdrawals (million m3)","1998","1998",0,,
"ISL","Iceland","WATE37","Irrigation groundwater withdrawals (million m3)","1999","1999",0,,
"ISL","Iceland","WATE37","Irrigation groundwater withdrawals (million m3)","2000","2000",0,,
"ISL","Iceland","WATE37","Irrigation groundwater withdrawals (million m3)","2001","2001",0,,
"ISL","Iceland","WATE37","Irrigation groundwater withdrawals (million m3)","2002","2002",0,,
"ISL","Iceland","WATE37","Irrigation groundwater withdrawals (million m3)","2003","2003",0,,
"ISL","Iceland","WATE37","Irrigation groundwater withdrawals (million m3)","2004","2004",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE37","Irrigation groundwater withdrawals (million m3)","2005","2005",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE38","Irrigation area (hectares)","1990","1990",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE38","Irrigation area (hectares)","1991","1991",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE38","Irrigation area (hectares)","1992","1992",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE38","Irrigation area (hectares)","1993","1993",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE38","Irrigation area (hectares)","1994","1994",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE38","Irrigation area (hectares)","1995","1995",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE38","Irrigation area (hectares)","1996","1996",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE38","Irrigation area (hectares)","1997","1997",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE38","Irrigation area (hectares)","1998","1998",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE38","Irrigation area (hectares)","1999","1999",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE38","Irrigation area (hectares)","2000","2000",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE38","Irrigation area (hectares)","2001","2001",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE38","Irrigation area (hectares)","2002","2002",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE38","Irrigation area (hectares)","2003","2003",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE38","Irrigation area (hectares)","2004","2004",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE38","Irrigation area (hectares)","2005","2005",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","1990","1990",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","1991","1991",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","1992","1992",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","1993","1993",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","1994","1994",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","1995","1995",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","1996","1996",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","1997","1997",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","1998","1998",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","1999","1999",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","2000","2000",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","2001","2001",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","2002","2002",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","2003","2003",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","2004","2004",,"M","Missing value; data cannot exist"
"ISL","Iceland","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","2005","2005",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1990","1990",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1991","1991",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1992","1992",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1993","1993",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1994","1994",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1995","1995",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1996","1996",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1997","1997",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1998","1998",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1999","1999",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2000","2000",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2001","2001",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2002","2002",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2003","2003",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2004","2004",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2005","2005",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE6","Share of agriculture in total emissions of nitrogen (%)","1990","1990",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE6","Share of agriculture in total emissions of nitrogen (%)","1991","1991",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE6","Share of agriculture in total emissions of nitrogen (%)","1992","1992",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE6","Share of agriculture in total emissions of nitrogen (%)","1993","1993",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE6","Share of agriculture in total emissions of nitrogen (%)","1994","1994",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE6","Share of agriculture in total emissions of nitrogen (%)","1995","1995",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE6","Share of agriculture in total emissions of nitrogen (%)","1996","1996",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE6","Share of agriculture in total emissions of nitrogen (%)","1997","1997",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE6","Share of agriculture in total emissions of nitrogen (%)","1998","1998",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE6","Share of agriculture in total emissions of nitrogen (%)","1999","1999",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE6","Share of agriculture in total emissions of nitrogen (%)","2000","2000",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE6","Share of agriculture in total emissions of nitrogen (%)","2001","2001",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE6","Share of agriculture in total emissions of nitrogen (%)","2002","2002",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE6","Share of agriculture in total emissions of nitrogen (%)","2003","2003",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE6","Share of agriculture in total emissions of nitrogen (%)","2004","2004",82,,
"IRL","Ireland","WATE6","Share of agriculture in total emissions of nitrogen (%)","2005","2005",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1990","1990",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1991","1991",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1992","1992",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1993","1993",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1994","1994",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1995","1995",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1996","1996",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1997","1997",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1998","1998",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1999","1999",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2000","2000",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2001","2001",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2002","2002",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2003","2003",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2004","2004",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2005","2005",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE9","Share of agriculture in total emissions of nitrogen (%)","1990","1990",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE9","Share of agriculture in total emissions of nitrogen (%)","1991","1991",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE9","Share of agriculture in total emissions of nitrogen (%)","1992","1992",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE9","Share of agriculture in total emissions of nitrogen (%)","1993","1993",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE9","Share of agriculture in total emissions of nitrogen (%)","1994","1994",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE9","Share of agriculture in total emissions of nitrogen (%)","1995","1995",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE9","Share of agriculture in total emissions of nitrogen (%)","1996","1996",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE9","Share of agriculture in total emissions of nitrogen (%)","1997","1997",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE9","Share of agriculture in total emissions of nitrogen (%)","1998","1998",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE9","Share of agriculture in total emissions of nitrogen (%)","1999","1999",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE9","Share of agriculture in total emissions of nitrogen (%)","2000","2000",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE9","Share of agriculture in total emissions of nitrogen (%)","2001","2001",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE9","Share of agriculture in total emissions of nitrogen (%)","2002","2002",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE9","Share of agriculture in total emissions of nitrogen (%)","2003","2003",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE9","Share of agriculture in total emissions of nitrogen (%)","2004","2004",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE9","Share of agriculture in total emissions of nitrogen (%)","2005","2005",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE11","Share of agriculture in total emissions of nitrogen (%)","1990","1990",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE11","Share of agriculture in total emissions of nitrogen (%)","1991","1991",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE11","Share of agriculture in total emissions of nitrogen (%)","1992","1992",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE11","Share of agriculture in total emissions of nitrogen (%)","1993","1993",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE11","Share of agriculture in total emissions of nitrogen (%)","1994","1994",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE11","Share of agriculture in total emissions of nitrogen (%)","1995","1995",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE11","Share of agriculture in total emissions of nitrogen (%)","1996","1996",,"M","Missing value; data cannot exist"
"IRL","Ireland","WATE11","Share of agriculture in total emissions of nitrogen (%)","1997","1997",,"M","Missing value; data cannot exist"
