"LOCATION","Country","ENV_INDICATORS","Indicator","TIME","Time","Value","Flag Codes","Flags"
"AUS","Australia","WATE28","National water withdrawals (million m3)","2005","2005",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE29","Surface water withdrawals  (million m3)","1990","1990",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE29","Surface water withdrawals  (million m3)","1991","1991",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE29","Surface water withdrawals  (million m3)","1992","1992",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE29","Surface water withdrawals  (million m3)","1993","1993",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE29","Surface water withdrawals  (million m3)","1994","1994",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE29","Surface water withdrawals  (million m3)","1995","1995",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE29","Surface water withdrawals  (million m3)","1996","1996",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE29","Surface water withdrawals  (million m3)","1997","1997",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE29","Surface water withdrawals  (million m3)","1998","1998",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE29","Surface water withdrawals  (million m3)","1999","1999",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE29","Surface water withdrawals  (million m3)","2000","2000",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE29","Surface water withdrawals  (million m3)","2001","2001",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE29","Surface water withdrawals  (million m3)","2002","2002",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE29","Surface water withdrawals  (million m3)","2003","2003",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE29","Surface water withdrawals  (million m3)","2004","2004",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE29","Surface water withdrawals  (million m3)","2005","2005",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE30","Groundwater withdrawals  (million m3)","1990","1990",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE30","Groundwater withdrawals  (million m3)","1991","1991",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE30","Groundwater withdrawals  (million m3)","1992","1992",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE30","Groundwater withdrawals  (million m3)","1993","1993",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE30","Groundwater withdrawals  (million m3)","1994","1994",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE30","Groundwater withdrawals  (million m3)","1995","1995",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE30","Groundwater withdrawals  (million m3)","1996","1996",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE30","Groundwater withdrawals  (million m3)","1997","1997",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE30","Groundwater withdrawals  (million m3)","1998","1998",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE30","Groundwater withdrawals  (million m3)","1999","1999",4962,,
"AUS","Australia","WATE30","Groundwater withdrawals  (million m3)","2000","2000",4962,,
"AUS","Australia","WATE30","Groundwater withdrawals  (million m3)","2001","2001",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE30","Groundwater withdrawals  (million m3)","2002","2002",4962,,
"AUS","Australia","WATE30","Groundwater withdrawals  (million m3)","2003","2003",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE30","Groundwater withdrawals  (million m3)","2004","2004",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE30","Groundwater withdrawals  (million m3)","2005","2005",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE32","Agricultural water withdrawals (million m3)","1990","1990",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE32","Agricultural water withdrawals (million m3)","1991","1991",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE32","Agricultural water withdrawals (million m3)","1992","1992",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE32","Agricultural water withdrawals (million m3)","1993","1993",12159,,
"AUS","Australia","WATE32","Agricultural water withdrawals (million m3)","1994","1994",14685,,
"AUS","Australia","WATE32","Agricultural water withdrawals (million m3)","1995","1995",13307,,
"AUS","Australia","WATE32","Agricultural water withdrawals (million m3)","1996","1996",15503,,
"AUS","Australia","WATE32","Agricultural water withdrawals (million m3)","1997","1997",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE32","Agricultural water withdrawals (million m3)","1998","1998",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE32","Agricultural water withdrawals (million m3)","1999","1999",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE32","Agricultural water withdrawals (million m3)","2000","2000",16660.381,,
"AUS","Australia","WATE32","Agricultural water withdrawals (million m3)","2001","2001",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE32","Agricultural water withdrawals (million m3)","2002","2002",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE32","Agricultural water withdrawals (million m3)","2003","2003",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE32","Agricultural water withdrawals (million m3)","2004","2004",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE32","Agricultural water withdrawals (million m3)","2005","2005",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE34","Agricultural groundwater withdrawals (million m3)","1990","1990",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE34","Agricultural groundwater withdrawals (million m3)","1991","1991",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE34","Agricultural groundwater withdrawals (million m3)","1992","1992",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE34","Agricultural groundwater withdrawals (million m3)","1993","1993",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE34","Agricultural groundwater withdrawals (million m3)","1994","1994",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE34","Agricultural groundwater withdrawals (million m3)","1995","1995",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE34","Agricultural groundwater withdrawals (million m3)","1996","1996",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE34","Agricultural groundwater withdrawals (million m3)","1997","1997",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE34","Agricultural groundwater withdrawals (million m3)","1998","1998",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE34","Agricultural groundwater withdrawals (million m3)","1999","1999",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE34","Agricultural groundwater withdrawals (million m3)","2000","2000",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE34","Agricultural groundwater withdrawals (million m3)","2001","2001",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE34","Agricultural groundwater withdrawals (million m3)","2002","2002",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE34","Agricultural groundwater withdrawals (million m3)","2003","2003",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE34","Agricultural groundwater withdrawals (million m3)","2004","2004",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE34","Agricultural groundwater withdrawals (million m3)","2005","2005",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE36","Irrigation water withdrawals (million m3)","1990","1990",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE36","Irrigation water withdrawals (million m3)","1991","1991",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE36","Irrigation water withdrawals (million m3)","1992","1992",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE36","Irrigation water withdrawals (million m3)","1993","1993",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE36","Irrigation water withdrawals (million m3)","1994","1994",10538.5,,
"AUS","Australia","WATE36","Irrigation water withdrawals (million m3)","1995","1995",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE36","Irrigation water withdrawals (million m3)","1996","1996",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE36","Irrigation water withdrawals (million m3)","1997","1997",17956.966,,
"AUS","Australia","WATE36","Irrigation water withdrawals (million m3)","1998","1998",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE36","Irrigation water withdrawals (million m3)","1999","1999",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE36","Irrigation water withdrawals (million m3)","2000","2000",16660,,
"AUS","Australia","WATE36","Irrigation water withdrawals (million m3)","2001","2001",15033,,
"AUS","Australia","WATE36","Irrigation water withdrawals (million m3)","2002","2002",10404,,
"AUS","Australia","WATE36","Irrigation water withdrawals (million m3)","2003","2003",10441,,
"AUS","Australia","WATE36","Irrigation water withdrawals (million m3)","2004","2004",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE36","Irrigation water withdrawals (million m3)","2005","2005",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE37","Irrigation groundwater withdrawals (million m3)","1990","1990",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE37","Irrigation groundwater withdrawals (million m3)","1991","1991",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE37","Irrigation groundwater withdrawals (million m3)","1992","1992",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE37","Irrigation groundwater withdrawals (million m3)","1993","1993",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE37","Irrigation groundwater withdrawals (million m3)","1994","1994",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE37","Irrigation groundwater withdrawals (million m3)","1995","1995",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE37","Irrigation groundwater withdrawals (million m3)","1996","1996",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE37","Irrigation groundwater withdrawals (million m3)","1997","1997",,"M","Missing value; data cannot exist"
"AUS","Australia","WATE37","Irrigation groundwater withdrawals (million m3)","1998","1998",,"M","Missing value; data cannot exist"
